Generation #0
Puntaje: 27 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [31, 2, 11, 6, 1, 9]
Puntaje: 9 [10, 2, 11, 6, 1, 9]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 8 [1, 3, 0, 6, 1, 9]
Puntaje: 5 [10, 2, 7, 6, 1, 7]
Puntaje: 4 [10, 2, 9, 17, 1, 3]
Puntaje: 3 [10, 2, 11, 6, 7, 9]
Puntaje: 0 [10, 2, 9, 6, 1, 5]
Generation #3
Puntaje: 25 [1, 3, 11, 6, 1, 9]
Puntaje: 24 [10, 3, 7, 6, 1, 5]
Puntaje: 18 [10, 2, 9, 6, 1, 7]
Puntaje: 18 [10, 2, 9, 6, 1, 7]
Puntaje: 12 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 7, 6, 1, 5]
Puntaje: 9 [1, 3, 11, 6, 1, 9]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [1, 3, 11, 6, 1, 9]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 1, 1, 7]
Puntaje: 9 [11, 2, 9, 1, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 7 [10, 2, 11, 5, 1, 9]
Puntaje: 2 [10, 2, 7, 6, 1, 9]
Puntaje: 0 [10, 2, 9, 1, 9, 9]
Generation #4
Puntaje: 22 [10, 2, 9, 6, 1, 7]
Puntaje: 22 [10, 2, 7, 6, 1, 5]
Puntaje: 21 [1, 3, 9, 6, 1, 7]
Puntaje: 19 [1, 3, 11, 6, 1, 9]
Puntaje: 13 [10, 2, 9, 6, 1, 7]
Puntaje: 12 [1, 2, 11, 6, 1, 9]
Puntaje: 10 [10, 3, 9, 6, 1, 7]
Puntaje: 10 [1, 3, 11, 6, 1, 9]
Puntaje: 10 [10, 3, 7, 6, 1, 5]
Puntaje: 9 [1, 2, 11, 6, 1, 5]
Puntaje: 9 [10, 2, 9, 16, 1, 7]
Puntaje: 6 [10, 3, 9, 6, 1, 5]
Puntaje: 3 [55, 3, 12, 6, 1, 9]
Puntaje: 3 [10, 2, 7, 6, 1, 7]
Puntaje: 2 [10, 2, 7, 6, 1, 7]
Puntaje: 2 [10, 3, 7, 6, 2, 7]
Generation #5
Puntaje: 21 [1, 2, 9, 6, 1, 7]
Puntaje: 18 [10, 2, 9, 6, 1, 7]
Puntaje: 18 [10, 2, 7, 6, 1, 5]
Puntaje: 18 [1, 3, 9, 6, 1, 7]
Puntaje: 12 [1, 2, 11, 7, 1, 9]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [1, 3, 11, 6, 1, 9]
Puntaje: 9 [10, 3, 7, 6, 1, 5]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 3, 11, 6, 1, 9]
Puntaje: 9 [10, 2, 7, 6, 1, 5]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 3, 7, 6, 1, 5]
Puntaje: 9 [1, 2, 11, 8, 1, 9]
Puntaje: 6 [10, 3, 11, 6, 1, 7]
Puntaje: 6 [10, 2, 17, 6, 1, 7]
Generation #6
Puntaje: 23 [10, 2, 9, 6, 1, 7]
Puntaje: 20 [1, 2, 9, 6, 1, 7]
Puntaje: 20 [10, 2, 11, 6, 1, 9]
Puntaje: 20 [10, 3, 9, 6, 1, 7]
Puntaje: 11 [40, 2, 9, 6, 1, 7]
Puntaje: 11 [1, 2, 11, 6, 1, 9]
Puntaje: 11 [10, 2, 9, 6, 1, 7]
Puntaje: 8 [10, 2, 5, 6, 1, 7]
Puntaje: 7 [1, 2, 11, 7, 1, 7]
Puntaje: 7 [1, 3, 11, 6, 1, 7]
Puntaje: 5 [10, 2, 7, 6, 1, 7]
Puntaje: 5 [1, 2, 4, 6, 1, 7]
Puntaje: 5 [1, 3, 8, 7, 1, 9]
Puntaje: 4 [1, 2, 0, 6, 1, 7]
Puntaje: 4 [10, 2, 9, 6, 1, 5]
Puntaje: 1 [1, 2, 11, 2, 1, 9]
Generation #7
Puntaje: 27 [1, 2, 9, 6, 1, 7]
Puntaje: 22 [10, 2, 9, 6, 1, 7]
Puntaje: 21 [1, 2, 9, 6, 1, 7]
Puntaje: 18 [10, 2, 9, 17, 1, 7]
Puntaje: 13 [10, 2, 9, 6, 1, 7]
Puntaje: 12 [92, 2, 11, 6, 1, 9]
Puntaje: 12 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [40, 2, 9, 6, 1, 7]
Puntaje: 6 [10, 3, 11, 6, 1, 7]
Puntaje: 6 [53, 4, 9, 6, 6, 7]
Puntaje: 6 [1, 2, 11, 6, 1, 7]
Puntaje: 6 [10, 2, 11, 6, 1, 7]
Puntaje: 2 [40, 2, 9, 6, 1, 9]
Puntaje: 0 [10, 2, 11, 6, 1, 7]
Generation #8
Puntaje: 22 [10, 2, 9, 6, 1, 7]
Puntaje: 22 [1, 2, 9, 6, 1, 7]
Puntaje: 19 [10, 2, 9, 6, 1, 7]
Puntaje: 18 [1, 2, 9, 6, 1, 7]
Puntaje: 13 [1, 2, 9, 6, 1, 7]
Puntaje: 10 [10, 2, 9, 6, 1, 7]
Puntaje: 10 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 12, 17, 1, 7]
Puntaje: 9 [1, 2, 9, 6, 1, 7]
Puntaje: 7 [10, 2, 8, 6, 1, 7]
Puntaje: 6 [1, 2, 9, 6, 1, 0]
Puntaje: 5 [92, 2, 9, 6, 1, 9]
Puntaje: 3 [10, 2, 12, 17, 1, 7]
Puntaje: 3 [92, 1, 9, 17, 1, 9]
Generation #9
Puntaje: 20 [1, 2, 9, 6, 1, 7]
Puntaje: 18 [1, 2, 9, 6, 1, 7]
Puntaje: 18 [10, 2, 9, 6, 1, 7]
Puntaje: 18 [1, 2, 9, 6, 1, 7]
Puntaje: 11 [1, 2, 9, 6, 1, 7]
Puntaje: 9 [1, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [1, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [1, 2, 9, 14, 1, 7]
Puntaje: 9 [1, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 8 [10, 2, 1, 6, 1, 7]
Puntaje: 1 [10, 2, 9, 6, 4, 7]
Generation #10
Puntaje: 36 [1, 2, 9, 15, 1, 7]
Puntaje: 15 [1, 2, 9, 6, 1, 7]
Puntaje: 15 [1, 2, 9, 6, 1, 7]
Puntaje: 15 [1, 2, 9, 6, 1, 7]
Puntaje: 9 [1, 2, 9, 16, 1, 7]
Puntaje: 9 [1, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [1, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [1, 2, 9, 6, 1, 7]
Puntaje: 9 [1, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [1, 2, 9, 6, 1, 7]
Puntaje: 6 [1, 2, 9, 6, 1, 7]
Puntaje: 6 [1, 2, 9, 6, 1, 7]
Puntaje: 6 [10, 2, 9, 6, 1, 7]
Generation #11
Puntaje: 30 [1, 2, 9, 15, 1, 7]
Puntaje: 30 [10, 2, 9, 15, 1, 7]
Puntaje: 15 [1, 2, 9, 6, 1, 7]
Puntaje: 15 [1, 2, 9, 6, 1, 7]
Puntaje: 12 [57, 2, 9, 6, 1, 7]
Puntaje: 12 [1, 2, 9, 6, 1, 7]
Puntaje: 9 [1, 2, 9, 16, 1, 7]
Puntaje: 9 [1, 2, 9, 6, 1, 7]
Puntaje: 9 [1, 2, 9, 6, 1, 7]
Puntaje: 9 [1, 2, 9, 16, 1, 7]
Puntaje: 9 [1, 2, 14, 6, 1, 7]
Puntaje: 6 [1, 2, 9, 6, 1, 7]
Puntaje: 6 [1, 2, 9, 6, 1, 7]
Puntaje: 3 [1, 2, 9, 6, 1, 6]
Puntaje: 3 [61, 2, 9, 6, 10, 7]
Puntaje: 3 [1, 2, 9, 6, 1, 6]
Generation #12
Puntaje: 25 [1, 2, 9, 15, 1, 7]
Puntaje: 22 [1, 4, 9, 15, 1, 7]
Puntaje: 21 [1, 2, 9, 15, 1, 7]
Puntaje: 18 [1, 2, 9, 16, 1, 7]
Puntaje: 12 [10, 2, 9, 15, 1, 7]
Puntaje: 10 [57, 2, 9, 6, 1, 7]
Puntaje: 9 [1, 2, 9, 6, 1, 7]
Puntaje: 9 [1, 2, 9, 6, 1, 7]
Puntaje: 9 [1, 2, 9, 6, 1, 7]
Puntaje: 9 [1, 2, 9, 16, 1, 7]
Puntaje: 7 [1, 2, 9, 6, 1, 7]
Puntaje: 7 [1, 2, 9, 6, 1, 3]
Puntaje: 7 [1, 2, 9, 6, 1, 7]
Puntaje: 3 [1, 2, 9, 15, 2, 7]
Puntaje: 3 [1, 2, 9, 14, 1, 7]
Puntaje: 3 [1, 2, 9, 15, 3, 7]
Generation #13
Puntaje: 24 [1, 4, 9, 15, 1, 7]
Puntaje: 21 [1, 2, 9, 16, 1, 7]
Puntaje: 21 [1, 2, 9, 15, 1, 7]
Puntaje: 18 [57, 2, 9, 16, 1, 7]
Puntaje: 12 [57, 4, 9, 15, 1, 7]
Puntaje: 12 [1, 2, 9, 15, 1, 7]
Puntaje: 12 [10, 2, 9, 15, 1, 7]
Puntaje: 9 [1, 4, 9, 15, 1, 7]
Puntaje: 9 [1, 2, 9, 16, 1, 7]
Puntaje: 9 [1, 2, 9, 16, 1, 7]
Puntaje: 9 [10, 2, 9, 15, 1, 7]
Puntaje: 9 [1, 2, 9, 15, 1, 7]
Puntaje: 6 [1, 2, 9, 6, 1, 7]
Puntaje: 6 [57, 4, 9, 6, 1, 7]
Puntaje: 3 [96, 2, 9, 6, 1, 7]
Puntaje: 0 [1, 2, 9, 15, 1, 4]
Generation #14
Puntaje: 21 [1, 4, 9, 15, 1, 7]
Puntaje: 19 [93, 4, 9, 15, 1, 7]
Puntaje: 18 [1, 2, 9, 15, 1, 7]
Puntaje: 18 [1, 2, 9, 15, 1, 7]
Puntaje: 12 [1, 2, 9, 15, 1, 7]
Puntaje: 10 [1, 4, 9, 15, 1, 7]
Puntaje: 9 [1, 2, 9, 16, 1, 7]
Puntaje: 9 [57, 2, 9, 15, 1, 7]
Puntaje: 9 [10, 2, 20, 15, 1, 7]
Puntaje: 9 [1, 2, 9, 15, 1, 7]
Puntaje: 9 [1, 2, 9, 15, 1, 7]
Puntaje: 9 [1, 2, 9, 16, 1, 7]
Puntaje: 9 [1, 4, 9, 15, 1, 7]
Puntaje: 9 [10, 2, 9, 16, 1, 7]
Puntaje: 5 [57, 2, 9, 16, 4, 7]
Puntaje: 3 [1, 2, 9, 12, 1, 7]
Generation #15
Puntaje: 19 [1, 2, 9, 15, 1, 7]
Puntaje: 19 [1, 4, 9, 15, 1, 7]
Puntaje: 18 [1, 4, 9, 15, 1, 1]
Puntaje: 18 [1, 2, 9, 15, 1, 7]
Puntaje: 10 [1, 2, 9, 15, 1, 7]
Puntaje: 10 [93, 2, 9, 15, 1, 7]
Puntaje: 9 [1, 2, 9, 18, 1, 7]
Puntaje: 9 [93, 4, 9, 15, 1, 7]
Puntaje: 9 [1, 2, 9, 15, 1, 7]
Puntaje: 9 [1, 2, 9, 15, 1, 7]
Puntaje: 9 [93, 2, 9, 15, 1, 7]
Puntaje: 9 [1, 2, 9, 18, 1, 7]
Puntaje: 9 [1, 2, 9, 15, 1, 7]
Puntaje: 9 [1, 4, 10, 15, 1, 7]
Puntaje: 5 [1, 2, 9, 15, 1, 9]
Puntaje: 5 [1, 4, 9, 15, 10, 7]
Generation #16
Puntaje: 18 [1, 4, 9, 15, 1, 7]
Puntaje: 18 [93, 4, 9, 15, 1, 1]
Puntaje: 18 [1, 4, 9, 15, 1, 7]
Puntaje: 18 [1, 2, 9, 18, 1, 7]
Puntaje: 9 [1, 4, 9, 15, 1, 7]
Puntaje: 9 [1, 4, 9, 15, 1, 7]
Puntaje: 9 [61, 4, 9, 15, 1, 7]
Puntaje: 9 [1, 4, 9, 15, 1, 1]
Puntaje: 9 [1, 4, 9, 15, 1, 7]
Puntaje: 9 [1, 2, 9, 15, 1, 7]
Puntaje: 9 [1, 2, 9, 15, 1, 7]
Puntaje: 9 [1, 2, 9, 15, 1, 7]
Puntaje: 9 [1, 4, 9, 15, 1, 7]
Puntaje: 9 [93, 2, 9, 15, 1, 7]
Puntaje: 9 [93, 2, 9, 15, 1, 7]
Puntaje: 9 [1, 4, 17, 15, 1, 7]
Generation #17
Puntaje: 19 [1, 4, 9, 15, 1, 7]
Puntaje: 18 [93, 2, 9, 15, 1, 7]
Puntaje: 18 [1, 2, 9, 15, 1, 7]
Puntaje: 18 [93, 4, 9, 15, 1, 1]
Puntaje: 10 [1, 4, 9, 15, 1, 7]
Puntaje: 10 [93, 4, 9, 15, 1, 7]
Puntaje: 9 [93, 4, 9, 15, 1, 1]
Puntaje: 9 [1, 4, 9, 15, 1, 7]
Puntaje: 9 [1, 4, 9, 15, 1, 7]
Puntaje: 9 [61, 4, 9, 15, 1, 7]
Puntaje: 9 [1, 2, 9, 15, 1, 7]
Puntaje: 9 [1, 4, 9, 18, 1, 7]
Puntaje: 9 [1, 4, 9, 15, 1, 7]
Puntaje: 9 [61, 4, 9, 15, 1, 7]
Puntaje: 9 [1, 4, 9, 15, 1, 7]
Puntaje: 3 [1, 4, 9, 15, 7, 10]
Generation #18
Puntaje: 21 [93, 4, 9, 15, 1, 7]
Puntaje: 21 [1, 4, 9, 15, 1, 7]
Puntaje: 19 [1, 4, 9, 15, 1, 7]
Puntaje: 18 [47, 4, 9, 15, 1, 7]
Puntaje: 12 [93, 4, 9, 15, 1, 7]
Puntaje: 12 [93, 4, 9, 15, 1, 7]
Puntaje: 12 [93, 2, 9, 15, 1, 7]
Puntaje: 10 [1, 4, 9, 15, 1, 7]
Puntaje: 10 [93, 4, 9, 15, 1, 7]
Puntaje: 9 [1, 4, 9, 15, 1, 1]
Puntaje: 9 [93, 4, 9, 15, 1, 7]
Puntaje: 9 [93, 2, 9, 15, 0, 7]
Puntaje: 9 [1, 4, 9, 15, 1, 1]
Puntaje: 3 [93, 4, 0, 15, 1, 6]
Puntaje: 3 [1, 4, 18, 15, 1, 1]
Puntaje: 0 [93, 2, 9, 15, 1, 1]
Generation #19
Puntaje: 19 [93, 4, 9, 15, 1, 7]
Puntaje: 18 [93, 4, 9, 15, 1, 7]
Puntaje: 18 [1, 2, 9, 15, 1, 7]
Puntaje: 18 [1, 4, 9, 15, 1, 7]
Puntaje: 10 [1, 2, 9, 15, 1, 7]
Puntaje: 10 [93, 3, 9, 15, 1, 7]
Puntaje: 9 [93, 4, 9, 15, 1, 7]
Puntaje: 9 [1, 4, 9, 15, 1, 7]
Puntaje: 9 [93, 4, 9, 15, 1, 7]
Puntaje: 9 [93, 4, 9, 15, 1, 7]
Puntaje: 9 [1, 4, 9, 15, 1, 7]
Puntaje: 9 [1, 4, 9, 15, 1, 7]
Puntaje: 9 [93, 4, 9, 15, 1, 7]
Puntaje: 9 [93, 4, 9, 15, 1, 7]
Puntaje: 9 [93, 4, 9, 15, 1, 7]
Puntaje: 3 [93, 4, 9, 15, 1, 9]
Generation #20
Puntaje: 18 [93, 3, 9, 15, 1, 7]
Puntaje: 18 [1, 2, 9, 15, 1, 7]
Puntaje: 18 [1, 2, 9, 15, 1, 7]
Puntaje: 18 [93, 4, 9, 15, 1, 7]
Puntaje: 9 [93, 4, 9, 15, 1, 7]
Puntaje: 9 [93, 4, 13, 15, 1, 7]
Puntaje: 9 [93, 4, 9, 15, 1, 7]
Puntaje: 9 [93, 4, 9, 15, 1, 7]
Puntaje: 9 [93, 4, 9, 15, 1, 7]
Puntaje: 9 [1, 4, 9, 15, 1, 7]
Puntaje: 9 [1, 2, 9, 15, 1, 7]
Puntaje: 9 [93, 3, 9, 15, 1, 7]
Puntaje: 9 [1, 2, 9, 15, 1, 7]
Puntaje: 9 [94, 4, 9, 15, 1, 7]
Puntaje: 9 [1, 2, 9, 15, 1, 7]
Puntaje: 9 [1, 2, 9, 15, 1, 7]
Generation #21
Puntaje: 21 [46, 4, 20, 15, 1, 7]
Puntaje: 19 [93, 4, 9, 15, 1, 7]
Puntaje: 19 [93, 2, 9, 15, 1, 7]
Puntaje: 18 [1, 2, 9, 15, 1, 7]
Puntaje: 10 [93, 4, 13, 15, 1, 7]
Puntaje: 10 [93, 4, 9, 15, 1, 7]
Puntaje: 10 [1, 2, 9, 15, 1, 7]
Puntaje: 9 [93, 4, 9, 15, 1, 7]
Puntaje: 9 [93, 3, 9, 15, 1, 7]
Puntaje: 9 [1, 2, 9, 15, 1, 7]
Puntaje: 9 [93, 4, 9, 15, 1, 7]
Puntaje: 9 [1, 2, 9, 15, 1, 7]
Puntaje: 9 [93, 4, 9, 15, 1, 3]
Puntaje: 6 [93, 4, 13, 15, 1, 7]
Puntaje: 5 [1, 4, 9, 15, 4, 7]
Puntaje: 3 [93, 3, 9, 15, 1, 9]
Generation #22
Puntaje: 21 [93, 4, 9, 15, 1, 7]
Puntaje: 19 [93, 4, 9, 15, 1, 7]
Puntaje: 19 [1, 4, 9, 15, 1, 7]
Puntaje: 18 [1, 4, 9, 15, 1, 7]
Puntaje: 12 [1, 2, 9, 15, 1, 7]
Puntaje: 10 [93, 4, 20, 15, 1, 7]
Puntaje: 10 [46, 4, 20, 15, 1, 7]
Puntaje: 10 [85, 4, 9, 15, 1, 7]
Puntaje: 10 [1, 2, 9, 15, 1, 7]
Puntaje: 9 [93, 4, 9, 15, 1, 7]
Puntaje: 9 [93, 4, 20, 15, 1, 7]
Puntaje: 9 [93, 2, 9, 15, 1, 7]
Puntaje: 6 [1, 2, 9, 5, 1, 7]
Puntaje: 6 [93, 4, 17, 15, 1, 7]
Puntaje: 3 [93, 2, 9, 15, 1, 8]
Puntaje: 3 [93, 4, 9, 15, 1, 8]
Generation #23
Puntaje: 21 [1, 4, 9, 15, 1, 7]
Puntaje: 21 [1, 4, 9, 15, 1, 7]
Puntaje: 18 [1, 2, 9, 15, 1, 7]
Puntaje: 18 [93, 4, 9, 15, 1, 7]
Puntaje: 12 [93, 4, 9, 15, 1, 7]
Puntaje: 12 [93, 4, 20, 15, 1, 7]
Puntaje: 12 [93, 4, 9, 15, 1, 7]
Puntaje: 9 [1, 2, 20, 15, 1, 7]
Puntaje: 9 [93, 4, 20, 15, 1, 7]
Puntaje: 9 [93, 4, 9, 15, 1, 7]
Puntaje: 9 [18, 4, 9, 15, 1, 7]
Puntaje: 9 [93, 4, 9, 15, 1, 7]
Puntaje: 9 [46, 4, 9, 15, 1, 7]
Puntaje: 9 [1, 2, 9, 15, 1, 7]
Puntaje: 3 [93, 4, 9, 6, 1, 7]
Puntaje: 0 [1, 4, 20, 4, 1, 7]
Generation #24
Puntaje: 21 [1, 4, 9, 15, 1, 7]
Puntaje: 21 [93, 4, 20, 15, 1, 7]
Puntaje: 21 [93, 4, 20, 15, 1, 7]
Puntaje: 18 [93, 4, 9, 15, 1, 7]
Puntaje: 12 [1, 4, 9, 15, 1, 7]
Puntaje: 12 [93, 4, 20, 15, 1, 7]
Puntaje: 12 [1, 4, 9, 15, 1, 7]
Puntaje: 9 [1, 2, 9, 15, 1, 7]
Puntaje: 9 [93, 4, 9, 15, 1, 7]
Puntaje: 9 [1, 2, 9, 15, 1, 7]
Puntaje: 9 [1, 4, 9, 15, 1, 7]
Puntaje: 9 [93, 4, 9, 15, 1, 7]
Puntaje: 9 [1, 4, 9, 15, 1, 7]
Puntaje: 6 [93, 4, 9, 15, 0, 7]
Puntaje: 3 [93, 4, 9, 15, 0, 7]
Puntaje: 0 [93, 4, 20, 15, 1, 2]
Generation #25
Puntaje: 21 [93, 4, 20, 15, 1, 7]
Puntaje: 19 [93, 4, 9, 15, 1, 7]
Puntaje: 18 [93, 4, 20, 15, 1, 7]
Puntaje: 18 [1, 4, 9, 15, 1, 7]
Puntaje: 10 [1, 4, 9, 15, 1, 7]
Puntaje: 10 [1, 4, 9, 15, 1, 7]
Puntaje: 9 [93, 4, 9, 15, 1, 7]
Puntaje: 9 [1, 4, 9, 15, 1, 7]
Puntaje: 9 [1, 4, 9, 15, 1, 3]
Puntaje: 9 [16, 4, 9, 15, 1, 7]
Puntaje: 9 [93, 4, 20, 15, 1, 7]
Puntaje: 9 [93, 4, 9, 15, 1, 7]
Puntaje: 9 [1, 4, 9, 15, 1, 7]
Puntaje: 7 [1, 4, 20, 2, 1, 7]
Puntaje: 6 [1, 4, 9, 15, 0, 7]
Puntaje: 5 [93, 4, 20, 15, 8, 7]
Generation #26
Puntaje: 21 [93, 4, 14, 15, 1, 7]
Puntaje: 20 [93, 4, 9, 15, 1, 7]
Puntaje: 19 [93, 4, 9, 15, 1, 7]
Puntaje: 18 [93, 4, 20, 15, 1, 7]
Puntaje: 12 [1, 4, 9, 15, 1, 7]
Puntaje: 12 [93, 4, 20, 15, 1, 7]
Puntaje: 10 [1, 3, 9, 15, 1, 7]
Puntaje: 9 [1, 4, 9, 15, 1, 7]
Puntaje: 9 [93, 4, 20, 15, 1, 7]
Puntaje: 9 [93, 4, 9, 15, 1, 7]
Puntaje: 9 [93, 4, 20, 15, 1, 7]
Puntaje: 8 [1, 4, 9, 10, 1, 7]
Puntaje: 7 [1, 4, 9, 15, 5, 7]
Puntaje: 6 [93, 4, 9, 15, 0, 7]
Puntaje: 5 [93, 4, 20, 15, 7, 7]
Puntaje: 0 [1, 4, 9, 15, 1, 0]
Generation #27
Puntaje: 21 [93, 3, 20, 15, 1, 7]
Puntaje: 18 [93, 4, 9, 15, 1, 7]
Puntaje: 18 [93, 4, 14, 15, 1, 7]
Puntaje: 18 [1, 4, 9, 15, 1, 7]
Puntaje: 12 [1, 4, 9, 15, 1, 7]
Puntaje: 12 [93, 4, 20, 15, 1, 7]
Puntaje: 9 [93, 4, 9, 15, 1, 7]
Puntaje: 9 [93, 4, 9, 15, 1, 7]
Puntaje: 9 [93, 4, 14, 15, 1, 7]
Puntaje: 9 [93, 4, 20, 15, 1, 7]
Puntaje: 9 [93, 3, 20, 15, 1, 7]
Puntaje: 9 [93, 3, 20, 15, 1, 7]
Puntaje: 9 [93, 4, 20, 15, 1, 7]
Puntaje: 9 [93, 4, 14, 15, 1, 7]
Puntaje: 9 [93, 3, 14, 15, 2, 7]
Puntaje: 0 [1, 1, 9, 15, 1, 7]
Generation #28
Puntaje: 22 [1, 4, 9, 15, 1, 7]
Puntaje: 21 [93, 3, 20, 15, 1, 7]
Puntaje: 19 [93, 4, 20, 15, 1, 7]
Puntaje: 18 [1, 4, 9, 15, 1, 7]
Puntaje: 10 [93, 3, 20, 15, 1, 7]
Puntaje: 10 [76, 4, 9, 9, 1, 7]
Puntaje: 9 [1, 4, 9, 15, 1, 7]
Puntaje: 9 [93, 4, 9, 15, 1, 7]
Puntaje: 9 [93, 3, 20, 15, 1, 7]
Puntaje: 9 [93, 4, 9, 15, 1, 7]
Puntaje: 9 [93, 3, 14, 15, 1, 7]
Puntaje: 7 [93, 4, 9, 15, 1, 7]
Puntaje: 6 [93, 2, 0, 13, 1, 7]
Puntaje: 6 [93, 4, 13, 15, 1, 7]
Puntaje: 6 [93, 4, 14, 15, 4, 7]
Puntaje: 4 [93, 3, 20, 15, 1, 7]
Generation #29
Puntaje: 21 [1, 4, 9, 15, 1, 7]
Puntaje: 21 [93, 4, 9, 15, 1, 7]
Puntaje: 18 [93, 4, 9, 9, 1, 7]
Puntaje: 15 [93, 3, 20, 15, 1, 7]
Puntaje: 12 [1, 4, 9, 15, 1, 7]
Puntaje: 9 [93, 4, 20, 15, 5, 7]
Puntaje: 9 [1, 3, 9, 15, 1, 7]
Puntaje: 9 [1, 4, 9, 15, 1, 7]
Puntaje: 9 [49, 4, 9, 15, 1, 7]
Puntaje: 9 [76, 4, 9, 18, 1, 7]
Puntaje: 9 [76, 4, 20, 15, 1, 7]
Puntaje: 9 [1, 4, 9, 15, 1, 7]
Puntaje: 9 [93, 4, 20, 15, 1, 7]
Puntaje: 9 [76, 4, 9, 15, 1, 7]
Puntaje: 6 [93, 3, 20, 15, 1, 7]
Puntaje: 6 [93, 3, 20, 15, 1, 7]
Generation #30
Puntaje: 22 [93, 4, 9, 15, 1, 7]
Puntaje: 22 [93, 3, 20, 15, 1, 7]
Puntaje: 19 [1, 4, 9, 15, 1, 7]
Puntaje: 18 [93, 4, 20, 15, 5, 7]
Puntaje: 13 [1, 4, 9, 15, 1, 7]
Puntaje: 10 [93, 4, 9, 15, 1, 7]
Puntaje: 10 [1, 3, 9, 15, 1, 7]
Puntaje: 9 [93, 4, 20, 15, 5, 7]
Puntaje: 9 [93, 4, 20, 15, 1, 7]
Puntaje: 9 [93, 3, 20, 15, 5, 7]
Puntaje: 9 [1, 4, 9, 15, 1, 7]
Puntaje: 7 [1, 3, 9, 15, 5, 7]
