Generation #0
Puntaje: 27 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 14, 6, 5, 0]
Puntaje: 9 [90, 1, 11, 14, 5, 0]
Puntaje: 9 [10, 2, 11, 6, 1, 2]
Puntaje: 6 [90, 2, 13, 14, 5, 0]
Puntaje: 6 [10, 2, 17, 6, 1, 9]
Puntaje: 3 [10, 2, 11, 6, 1, 7]
Puntaje: 3 [90, 1, 17, 14, 5, 0]
Puntaje: 3 [10, 2, 14, 6, 1, 2]
Generation #3
Puntaje: 23 [10, 2, 9, 6, 1, 7]
Puntaje: 23 [10, 2, 9, 6, 1, 7]
Puntaje: 20 [10, 2, 9, 6, 1, 7]
Puntaje: 13 [54, 2, 9, 6, 1, 7]
Puntaje: 13 [10, 2, 9, 6, 1, 7]
Puntaje: 10 [10, 2, 9, 6, 1, 7]
Puntaje: 10 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 2, 14, 1, 7]
Puntaje: 8 [10, 2, 6, 6, 6, 7]
Puntaje: 6 [10, 2, 2, 14, 1, 7]
Puntaje: 6 [10, 2, 6, 14, 1, 7]
Puntaje: 6 [10, 1, 9, 14, 1, 7]
Puntaje: 6 [10, 2, 9, 14, 9, 7]
Puntaje: 3 [10, 1, 2, 14, 1, 7]
Puntaje: 2 [10, 2, 6, 6, 1, 7]
Puntaje: 0 [10, 1, 6, 0, 1, 7]
Generation #4
Puntaje: 21 [10, 2, 9, 6, 1, 7]
Puntaje: 18 [10, 2, 9, 6, 1, 7]
Puntaje: 18 [54, 2, 9, 6, 1, 7]
Puntaje: 18 [10, 2, 9, 6, 1, 7]
Puntaje: 12 [54, 2, 9, 6, 1, 7]
Puntaje: 12 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 9, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 13, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 4, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 0 [54, 2, 9, 6, 7, 7]
Generation #5
Puntaje: 21 [54, 2, 9, 6, 1, 7]
Puntaje: 18 [10, 2, 9, 6, 1, 7]
Puntaje: 18 [10, 2, 9, 6, 1, 7]
Puntaje: 18 [10, 2, 9, 6, 1, 7]
Puntaje: 12 [10, 2, 9, 6, 1, 7]
Puntaje: 12 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [37, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 16, 6, 1, 7]
Puntaje: 0 [10, 2, 9, 6, 1, 4]
Generation #6
Puntaje: 18 [10, 2, 9, 6, 1, 7]
Puntaje: 18 [54, 2, 9, 6, 1, 7]
Puntaje: 18 [10, 2, 9, 6, 1, 7]
Puntaje: 18 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Generation #7
Puntaje: 21 [54, 2, 9, 6, 1, 7]
Puntaje: 21 [54, 2, 9, 6, 1, 7]
Puntaje: 18 [54, 2, 9, 6, 1, 7]
Puntaje: 18 [10, 2, 9, 6, 1, 7]
Puntaje: 12 [10, 2, 9, 6, 1, 7]
Puntaje: 12 [10, 2, 9, 6, 1, 7]
Puntaje: 12 [10, 2, 9, 6, 1, 7]
Puntaje: 12 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [40, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 8 [10, 2, 5, 6, 1, 7]
Puntaje: 3 [68, 2, 8, 6, 1, 7]
Puntaje: 0 [10, 2, 9, 4, 1, 7]
Puntaje: 0 [10, 2, 9, 6, 4, 7]
Generation #8
Puntaje: 21 [10, 2, 9, 6, 1, 7]
Puntaje: 21 [54, 2, 9, 6, 1, 7]
Puntaje: 18 [10, 2, 9, 6, 1, 7]
Puntaje: 18 [10, 2, 9, 6, 1, 7]
Puntaje: 12 [54, 2, 9, 6, 1, 7]
Puntaje: 12 [54, 2, 9, 6, 1, 7]
Puntaje: 12 [54, 2, 9, 5, 1, 7]
Puntaje: 12 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 1]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 0 [10, 1, 9, 6, 1, 7]
Puntaje: 0 [54, 2, 9, 6, 1, 4]
Generation #9
Puntaje: 21 [10, 2, 9, 6, 1, 7]
Puntaje: 21 [10, 2, 9, 6, 1, 7]
Puntaje: 21 [54, 2, 9, 6, 1, 7]
Puntaje: 18 [10, 2, 9, 6, 1, 7]
Puntaje: 12 [10, 2, 9, 6, 1, 7]
Puntaje: 12 [10, 2, 9, 6, 1, 7]
Puntaje: 12 [10, 2, 9, 6, 1, 7]
Puntaje: 12 [54, 2, 9, 6, 1, 7]
Puntaje: 12 [10, 2, 9, 6, 1, 7]
Puntaje: 12 [13, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 0 [10, 2, 9, 6, 7, 7]
Puntaje: 0 [54, 2, 9, 6, 0, 7]
Puntaje: 0 [54, 2, 9, 2, 1, 7]
Generation #10
Puntaje: 19 [54, 2, 9, 6, 1, 7]
Puntaje: 18 [10, 2, 9, 6, 1, 7]
Puntaje: 18 [10, 2, 9, 6, 1, 7]
Puntaje: 18 [54, 2, 9, 6, 1, 7]
Puntaje: 10 [54, 2, 9, 6, 1, 7]
Puntaje: 10 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 3 [10, 2, 9, 6, 1, 8]
Generation #11
Puntaje: 21 [54, 2, 9, 6, 1, 7]
Puntaje: 21 [10, 2, 9, 6, 1, 7]
Puntaje: 21 [54, 2, 15, 6, 1, 7]
Puntaje: 18 [10, 2, 9, 6, 1, 7]
Puntaje: 12 [10, 2, 9, 6, 1, 7]
Puntaje: 12 [54, 2, 9, 6, 1, 7]
Puntaje: 12 [54, 2, 9, 6, 1, 7]
Puntaje: 12 [54, 2, 9, 6, 1, 7]
Puntaje: 11 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 7 [54, 2, 9, 8, 1, 8]
Puntaje: 4 [10, 2, 9, 6, 1, 8]
Puntaje: 0 [10, 2, 12, 6, 1, 7]
Puntaje: 0 [54, 2, 9, 6, 8, 7]
Generation #12
Puntaje: 21 [54, 2, 9, 6, 1, 7]
Puntaje: 21 [10, 2, 9, 6, 1, 7]
Puntaje: 21 [54, 2, 9, 6, 1, 7]
Puntaje: 18 [54, 2, 9, 6, 1, 7]
Puntaje: 12 [10, 2, 9, 6, 1, 7]
Puntaje: 12 [54, 2, 9, 6, 1, 7]
Puntaje: 12 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 15, 6, 1, 7]
Puntaje: 9 [10, 2, 15, 6, 1, 7]
Puntaje: 9 [54, 2, 15, 6, 1, 7]
Puntaje: 9 [54, 2, 15, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 6 [10, 2, 9, 6, 4, 7]
Puntaje: 3 [54, 2, 11, 6, 1, 7]
Puntaje: 0 [54, 2, 9, 2, 1, 7]
Generation #13
Puntaje: 21 [54, 2, 9, 6, 1, 7]
Puntaje: 21 [54, 2, 9, 6, 1, 7]
Puntaje: 18 [54, 2, 9, 6, 1, 7]
Puntaje: 18 [54, 2, 9, 6, 1, 7]
Puntaje: 12 [10, 2, 9, 6, 1, 7]
Puntaje: 12 [33, 2, 9, 6, 1, 7]
Puntaje: 12 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 18, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [10, 2, 9, 6, 1, 7]
Puntaje: 3 [54, 2, 10, 6, 1, 7]
Puntaje: 0 [54, 2, 9, 6, 10, 7]
Generation #14
Puntaje: 21 [54, 2, 9, 9, 1, 7]
Puntaje: 18 [54, 2, 9, 6, 1, 7]
Puntaje: 18 [54, 2, 9, 19, 1, 7]
Puntaje: 18 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 18, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [70, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 1, 9, 6, 1, 2]
Puntaje: 6 [54, 2, 14, 6, 1, 7]
Generation #15
Puntaje: 18 [54, 3, 9, 9, 1, 7]
Puntaje: 18 [54, 2, 9, 6, 1, 7]
Puntaje: 18 [54, 2, 9, 6, 1, 7]
Puntaje: 18 [54, 2, 9, 9, 1, 7]
Puntaje: 9 [54, 2, 9, 9, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 9, 1, 7]
Puntaje: 9 [54, 2, 9, 19, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 9, 1, 7]
Puntaje: 9 [54, 2, 9, 19, 1, 7]
Puntaje: 9 [54, 2, 9, 19, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Generation #16
Puntaje: 21 [54, 2, 9, 9, 1, 7]
Puntaje: 21 [54, 2, 9, 9, 1, 7]
Puntaje: 18 [54, 2, 9, 9, 1, 7]
Puntaje: 18 [54, 2, 9, 6, 1, 7]
Puntaje: 12 [54, 3, 9, 9, 1, 7]
Puntaje: 12 [54, 3, 9, 9, 1, 7]
Puntaje: 9 [54, 1, 9, 9, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 3, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 9, 1, 7]
Puntaje: 9 [54, 2, 9, 9, 1, 7]
Puntaje: 3 [54, 2, 9, 6, 1, 1]
Puntaje: 3 [54, 2, 9, 6, 1, 0]
Generation #17
Puntaje: 25 [54, 2, 9, 9, 1, 7]
Puntaje: 21 [54, 2, 9, 9, 1, 7]
Puntaje: 21 [54, 2, 9, 6, 1, 7]
Puntaje: 18 [54, 3, 9, 9, 1, 7]
Puntaje: 12 [54, 2, 9, 9, 1, 7]
Puntaje: 12 [54, 2, 9, 9, 1, 7]
Puntaje: 10 [54, 2, 9, 9, 4, 7]
Puntaje: 9 [54, 2, 9, 9, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 7, 1]
Puntaje: 9 [54, 2, 9, 9, 1, 7]
Puntaje: 9 [54, 2, 9, 9, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 6 [54, 2, 9, 9, 1, 4]
Puntaje: 0 [54, 2, 9, 9, 1, 0]
Puntaje: 0 [54, 1, 9, 6, 1, 1]
Generation #18
Puntaje: 21 [54, 2, 9, 9, 1, 7]
Puntaje: 19 [54, 2, 9, 9, 1, 7]
Puntaje: 18 [54, 2, 9, 6, 1, 7]
Puntaje: 18 [54, 3, 9, 9, 1, 7]
Puntaje: 12 [54, 2, 9, 9, 1, 7]
Puntaje: 10 [54, 2, 9, 9, 1, 7]
Puntaje: 9 [54, 2, 9, 9, 1, 7]
Puntaje: 9 [59, 2, 9, 9, 1, 7]
Puntaje: 9 [54, 2, 9, 9, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 9, 1, 7]
Puntaje: 9 [54, 3, 9, 9, 1, 7]
Puntaje: 8 [54, 2, 9, 6, 3, 7]
Puntaje: 6 [54, 3, 9, 9, 1, 3]
Puntaje: 3 [54, 2, 20, 6, 1, 7]
Generation #19
Puntaje: 19 [54, 2, 9, 9, 1, 7]
Puntaje: 18 [16, 2, 9, 9, 1, 7]
Puntaje: 18 [54, 3, 9, 9, 1, 7]
Puntaje: 18 [54, 3, 9, 9, 1, 7]
Puntaje: 10 [54, 3, 9, 9, 1, 7]
Puntaje: 10 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [54, 2, 9, 9, 1, 7]
Puntaje: 9 [54, 2, 9, 9, 1, 7]
Puntaje: 9 [54, 2, 9, 9, 1, 7]
Puntaje: 9 [54, 2, 9, 9, 1, 7]
Puntaje: 9 [54, 2, 9, 9, 1, 7]
Puntaje: 9 [54, 3, 9, 9, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 9 [55, 2, 9, 9, 1, 7]
Puntaje: 9 [54, 2, 9, 6, 1, 7]
Puntaje: 3 [54, 2, 9, 6, 2, 7]
Generation #20
Puntaje: 19 [54, 3, 9, 9, 1, 7]
Puntaje: 18 [54, 3, 9, 9, 1, 7]
Puntaje: 18 [54, 3, 9, 9, 1, 7]
Puntaje: 18 [54, 2, 9, 9, 1, 7]
Puntaje: 10 [54, 2, 9, 9, 1, 7]
Puntaje: 10 [16, 2, 9, 9, 1, 7]
Puntaje: 9 [54, 2, 9, 9, 1, 7]
Puntaje: 9 [54, 2, 9, 9, 1, 7]
Puntaje: 9 [54, 3, 9, 9, 1, 7]
Puntaje: 9 [54, 3, 9, 16, 1, 7]
Puntaje: 9 [54, 2, 9, 9, 1, 7]
Puntaje: 9 [54, 2, 9, 9, 1, 7]
Puntaje: 9 [54, 2, 9, 9, 1, 7]
Puntaje: 9 [54, 2, 9, 9, 1, 7]
Puntaje: 9 [54, 3, 9, 9, 1, 7]
Puntaje: 3 [54, 2, 9, 9, 1, 9]
Generation #21
Puntaje: 21 [54, 3, 9, 9, 1, 7]
Puntaje: 21 [54, 3, 9, 9, 1, 7]
Puntaje: 18 [54, 2, 9, 9, 1, 7]
Puntaje: 18 [54, 3, 9, 9, 1, 7]
Puntaje: 12 [54, 3, 9, 9, 1, 7]
Puntaje: 12 [54, 3, 9, 7, 1, 7]
Puntaje: 12 [54, 3, 9, 9, 1, 7]
Puntaje: 12 [54, 3, 9, 9, 1, 7]
Puntaje: 9 [54, 3, 9, 9, 1, 7]
Puntaje: 9 [54, 3, 9, 9, 1, 7]
Puntaje: 9 [54, 3, 9, 9, 1, 7]
Puntaje: 9 [54, 2, 9, 9, 1, 7]
Puntaje: 9 [54, 3, 9, 9, 1, 7]
Puntaje: 9 [44, 3, 9, 13, 1, 7]
Puntaje: 0 [54, 3, 9, 9, 1, 6]
Puntaje: 0 [54, 2, 12, 9, 1, 7]
Generation #22
Puntaje: 21 [54, 3, 9, 10, 1, 7]
Puntaje: 19 [54, 3, 9, 9, 1, 7]
Puntaje: 18 [54, 3, 9, 6, 1, 7]
Puntaje: 18 [54, 3, 9, 9, 1, 7]
Puntaje: 10 [54, 2, 9, 9, 1, 7]
Puntaje: 10 [54, 3, 9, 9, 1, 7]
Puntaje: 9 [54, 3, 9, 9, 1, 7]
Puntaje: 9 [54, 3, 9, 9, 1, 7]
Puntaje: 9 [54, 3, 9, 9, 1, 7]
Puntaje: 9 [54, 3, 9, 9, 1, 7]
Puntaje: 9 [54, 3, 9, 9, 1, 7]
Puntaje: 9 [54, 3, 9, 9, 1, 7]
Puntaje: 9 [54, 2, 9, 14, 1, 7]
Puntaje: 9 [54, 3, 9, 9, 1, 7]
Puntaje: 6 [54, 1, 9, 9, 1, 7]
Puntaje: 3 [54, 3, 9, 9, 10, 7]
Generation #23
Puntaje: 24 [54, 3, 3, 9, 1, 7]
Puntaje: 18 [54, 3, 9, 9, 1, 7]
Puntaje: 16 [54, 3, 9, 6, 1, 7]
Puntaje: 16 [54, 3, 9, 6, 1, 7]
Puntaje: 11 [54, 3, 9, 9, 1, 7]
Puntaje: 9 [54, 3, 9, 9, 1, 7]
Puntaje: 9 [54, 3, 9, 9, 1, 7]
Puntaje: 9 [54, 3, 9, 10, 1, 7]
Puntaje: 9 [54, 2, 9, 9, 1, 7]
Puntaje: 9 [54, 3, 9, 6, 1, 7]
Puntaje: 9 [54, 3, 9, 6, 1, 7]
Puntaje: 7 [54, 3, 9, 10, 1, 7]
Puntaje: 7 [54, 3, 9, 6, 1, 7]
Puntaje: 7 [54, 3, 9, 9, 1, 7]
Puntaje: 5 [54, 3, 9, 9, 8, 6]
Puntaje: 5 [54, 3, 9, 9, 9, 8]
Generation #24
Puntaje: 22 [54, 3, 3, 9, 1, 7]
Puntaje: 19 [54, 3, 9, 9, 1, 7]
Puntaje: 19 [54, 3, 9, 6, 1, 7]
Puntaje: 17 [54, 3, 9, 6, 1, 7]
Puntaje: 12 [54, 3, 9, 6, 1, 7]
Puntaje: 10 [54, 3, 9, 6, 1, 7]
Puntaje: 10 [54, 3, 9, 9, 1, 7]
Puntaje: 10 [54, 3, 9, 9, 1, 7]
Puntaje: 10 [54, 3, 3, 6, 1, 7]
Puntaje: 10 [54, 3, 3, 9, 1, 7]
Puntaje: 5 [54, 3, 9, 6, 3, 7]
Puntaje: 5 [54, 3, 9, 9, 1, 7]
Puntaje: 5 [54, 3, 9, 9, 1, 7]
Puntaje: 4 [54, 4, 14, 6, 1, 7]
Puntaje: 3 [54, 3, 9, 6, 3, 7]
Puntaje: 1 [54, 3, 9, 6, 10, 7]
Generation #25
Puntaje: 21 [54, 3, 3, 9, 1, 7]
Puntaje: 18 [54, 3, 3, 9, 1, 7]
Puntaje: 15 [54, 3, 9, 6, 1, 7]
Puntaje: 14 [54, 3, 9, 9, 1, 7]
Puntaje: 9 [54, 3, 9, 9, 1, 7]
Puntaje: 9 [54, 3, 9, 9, 1, 7]
Puntaje: 9 [54, 3, 9, 6, 1, 7]
Puntaje: 9 [54, 3, 9, 9, 1, 7]
Puntaje: 9 [54, 3, 9, 6, 1, 7]
Puntaje: 9 [54, 3, 9, 19, 1, 7]
Puntaje: 8 [54, 3, 3, 9, 1, 7]
Puntaje: 7 [54, 3, 9, 6, 1, 7]
Puntaje: 7 [54, 1, 9, 9, 1, 7]
Puntaje: 7 [54, 3, 9, 6, 1, 7]
Puntaje: 6 [54, 3, 3, 6, 1, 7]
Puntaje: 4 [54, 3, 9, 9, 1, 7]
Generation #26
Puntaje: 18 [54, 3, 3, 9, 1, 7]
Puntaje: 16 [54, 3, 3, 9, 1, 7]
Puntaje: 16 [54, 4, 3, 9, 1, 7]
Puntaje: 14 [54, 3, 3, 9, 1, 7]
Puntaje: 10 [54, 3, 3, 9, 1, 7]
Puntaje: 10 [54, 3, 3, 9, 1, 7]
Puntaje: 8 [11, 3, 3, 9, 1, 7]
Puntaje: 8 [65, 3, 3, 9, 1, 7]
Puntaje: 7 [54, 3, 9, 9, 1, 7]
Puntaje: 7 [54, 3, 9, 9, 1, 7]
Puntaje: 7 [54, 3, 9, 6, 1, 7]
Puntaje: 6 [54, 3, 9, 9, 1, 7]
Puntaje: 5 [19, 3, 9, 9, 1, 7]
Puntaje: 5 [54, 3, 9, 6, 1, 7]
Puntaje: 3 [54, 3, 17, 9, 6, 7]
Puntaje: 3 [54, 3, 9, 9, 1, 7]
Generation #27
Puntaje: 12 [54, 3, 3, 9, 1, 7]
Puntaje: 12 [54, 3, 3, 9, 1, 7]
Puntaje: 12 [52, 3, 5, 9, 1, 7]
Puntaje: 12 [54, 3, 3, 9, 1, 7]
Puntaje: 6 [54, 4, 3, 9, 1, 7]
Puntaje: 6 [54, 3, 3, 9, 1, 7]
Puntaje: 6 [54, 3, 3, 9, 1, 7]
Puntaje: 6 [54, 3, 3, 9, 1, 7]
Puntaje: 6 [54, 3, 3, 9, 6, 7]
Puntaje: 6 [54, 4, 3, 9, 1, 7]
Puntaje: 6 [54, 4, 3, 9, 1, 7]
Puntaje: 6 [6, 3, 3, 9, 1, 7]
Puntaje: 6 [54, 3, 3, 9, 1, 7]
Puntaje: 6 [54, 3, 3, 9, 1, 7]
Puntaje: 6 [54, 3, 3, 9, 1, 7]
Puntaje: 6 [54, 3, 3, 9, 1, 7]
Generation #28
Puntaje: 12 [54, 3, 3, 9, 1, 7]
Puntaje: 12 [47, 3, 3, 9, 1, 7]
Puntaje: 12 [52, 3, 3, 9, 1, 7]
Puntaje: 12 [54, 3, 3, 9, 1, 7]
Puntaje: 6 [54, 3, 3, 9, 1, 7]
Puntaje: 6 [52, 3, 5, 9, 1, 7]
Puntaje: 6 [52, 3, 5, 9, 1, 7]
Puntaje: 6 [54, 3, 3, 9, 1, 7]
Puntaje: 6 [54, 3, 3, 9, 1, 7]
Puntaje: 6 [52, 3, 5, 9, 1, 7]
Puntaje: 6 [54, 3, 3, 9, 1, 7]
Puntaje: 6 [54, 3, 3, 9, 1, 7]
Puntaje: 6 [52, 3, 5, 9, 1, 7]
Puntaje: 6 [54, 3, 3, 9, 1, 7]
Puntaje: 6 [54, 3, 3, 9, 1, 7]
Puntaje: 6 [54, 3, 5, 9, 1, 7]
Generation #29
Puntaje: 16 [47, 3, 3, 9, 1, 7]
Puntaje: 12 [54, 3, 3, 9, 1, 7]
Puntaje: 12 [54, 3, 3, 9, 1, 7]
Puntaje: 12 [47, 3, 3, 9, 1, 7]
Puntaje: 10 [54, 4, 3, 9, 1, 7]
Puntaje: 6 [52, 3, 3, 9, 1, 7]
Puntaje: 6 [54, 3, 3, 2, 1, 7]
Puntaje: 6 [54, 2, 3, 9, 1, 7]
Puntaje: 6 [54, 3, 3, 9, 1, 7]
Puntaje: 6 [47, 3, 3, 9, 1, 7]
Puntaje: 6 [54, 3, 3, 9, 1, 7]
Puntaje: 6 [52, 3, 3, 9, 1, 7]
Puntaje: 6 [52, 3, 3, 9, 1, 7]
Puntaje: 6 [52, 3, 3, 9, 1, 7]
Puntaje: 6 [52, 3, 3, 9, 1, 7]
Puntaje: 3 [47, 3, 9, 9, 1, 3]
Generation #30
Puntaje: 12 [47, 3, 3, 9, 1, 7]
Puntaje: 12 [47, 3, 3, 9, 1, 7]
Puntaje: 12 [95, 3, 3, 9, 1, 7]
Puntaje: 12 [54, 3, 3, 9, 1, 7]
Puntaje: 6 [54, 3, 3, 9, 1, 7]
Puntaje: 6 [54, 3, 3, 9, 1, 7]
Puntaje: 6 [54, 3, 2, 9, 10, 7]
Puntaje: 6 [47, 3, 3, 9, 1, 7]
Puntaje: 6 [54, 3, 3, 9, 1, 7]
Puntaje: 6 [47, 3, 3, 9, 1, 7]
Puntaje: 6 [54, 3, 3, 9, 1, 7]
Puntaje: 6 [47, 3, 3, 9, 1, 7]
