Generation #0
Puntaje: 65 [10, 2, 7, 6, 1, 5]
Puntaje: 48 [1, 3, 7, 6, 1, 5]
Puntaje: 48 [10, 2, 7, 6, 1, 5]
Puntaje: 48 [10, 2, 7, 6, 1, 5]
Puntaje: 48 [10, 2, 7, 6, 1, 5]
Puntaje: 48 [10, 2, 7, 6, 1, 5]
Puntaje: 48 [64, 3, 7, 6, 1, 5]
Puntaje: 48 [1, 3, 7, 6, 1, 5]
Puntaje: 48 [10, 2, 7, 6, 1, 5]
Puntaje: 48 [10, 2, 7, 6, 1, 5]
Puntaje: 48 [1, 2, 7, 6, 1, 5]
Puntaje: 48 [10, 3, 7, 6, 1, 5]
Puntaje: 48 [10, 3, 7, 6, 1, 5]
Puntaje: 0 [10, 2, 7, 20, 1, 5]
Generation #5
Puntaje: 51 [10, 2, 7, 6, 1, 5]
Puntaje: 51 [10, 2, 7, 6, 1, 5]
Puntaje: 51 [10, 2, 7, 6, 1, 5]
Puntaje: 51 [1, 3, 7, 6, 1, 5]
Puntaje: 51 [10, 2, 7, 6, 1, 5]
Puntaje: 51 [10, 2, 7, 6, 1, 5]
Puntaje: 51 [1, 2, 7, 6, 1, 5]
Puntaje: 51 [10, 3, 7, 6, 1, 5]
Puntaje: 51 [10, 2, 7, 6, 1, 5]
Puntaje: 51 [10, 2, 7, 6, 1, 5]
Puntaje: 51 [10, 3, 7, 6, 1, 5]
Puntaje: 51 [1, 3, 7, 6, 1, 5]
Puntaje: 51 [1, 3, 7, 6, 1, 5]
Puntaje: 51 [29, 2, 7, 6, 1, 5]
Puntaje: 3 [10, 2, 7, 6, 1, 2]
Puntaje: 3 [55, 2, 12, 6, 1, 5]
Generation #6
Puntaje: 48 [10, 2, 7, 6, 1, 5]
Puntaje: 48 [10, 2, 7, 6, 1, 5]
Puntaje: 48 [10, 2, 7, 6, 1, 5]
Puntaje: 48 [1, 3, 7, 6, 1, 5]
Puntaje: 48 [10, 2, 7, 6, 1, 5]
Puntaje: 48 [10, 2, 7, 6, 1, 5]
Puntaje: 48 [10, 2, 7, 6, 1, 5]
Puntaje: 48 [10, 3, 7, 6, 1, 5]
Puntaje: 48 [10, 2, 7, 6, 1, 5]
Puntaje: 48 [10, 2, 7, 6, 1, 5]
Puntaje: 48 [10, 2, 7, 6, 1, 5]
Puntaje: 48 [10, 2, 7, 6, 1, 5]
Puntaje: 48 [10, 3, 7, 6, 1, 5]
Puntaje: 48 [1, 3, 7, 6, 1, 5]
Puntaje: 48 [10, 2, 7, 6, 1, 5]
Puntaje: 0 [10, 2, 17, 6, 1, 5]
Generation #7
Puntaje: 51 [10, 2, 7, 6, 1, 5]
Puntaje: 51 [10, 2, 7, 6, 1, 5]
Puntaje: 51 [10, 2, 7, 6, 1, 5]
Puntaje: 51 [1, 3, 7, 6, 1, 5]
Puntaje: 51 [10, 2, 7, 6, 1, 5]
Puntaje: 51 [10, 2, 7, 6, 1, 5]
Puntaje: 51 [10, 2, 7, 6, 1, 5]
Puntaje: 51 [101, 2, 7, 6, 1, 5]
Puntaje: 51 [1, 2, 7, 6, 1, 5]
Puntaje: 51 [10, 3, 7, 6, 1, 5]
Puntaje: 51 [10, 2, 7, 6, 1, 5]
Puntaje: 51 [10, 2, 7, 6, 1, 5]
Puntaje: 51 [12, 2, 7, 6, 1, 5]
Puntaje: 51 [10, 3, 7, 6, 1, 5]
Puntaje: 3 [68, 3, 8, 6, 1, 5]
Puntaje: 3 [1, 3, 7, 6, 9, 5]
Generation #8
Puntaje: 48 [10, 2, 7, 6, 1, 5]
Puntaje: 48 [10, 2, 7, 6, 1, 5]
Puntaje: 48 [10, 2, 7, 6, 1, 5]
Puntaje: 48 [1, 3, 7, 6, 1, 5]
Puntaje: 48 [101, 2, 7, 6, 1, 5]
Puntaje: 48 [10, 2, 7, 6, 1, 5]
Puntaje: 48 [10, 2, 7, 6, 1, 5]
Puntaje: 48 [10, 2, 7, 6, 1, 5]
Puntaje: 48 [1, 2, 7, 6, 1, 5]
Puntaje: 48 [10, 2, 7, 6, 1, 5]
Puntaje: 48 [10, 2, 7, 6, 1, 5]
Puntaje: 48 [10, 2, 7, 6, 1, 5]
Puntaje: 48 [10, 2, 7, 17, 1, 5]
Puntaje: 48 [1, 3, 7, 6, 1, 5]
Puntaje: 48 [10, 2, 7, 6, 1, 5]
Puntaje: 0 [1, 1, 16, 6, 1, 6]
Generation #9
Puntaje: 90 [10, 3, 7, 11, 1, 5]
Puntaje: 46 [10, 2, 7, 6, 1, 5]
Puntaje: 46 [10, 2, 7, 6, 1, 5]
Puntaje: 46 [1, 3, 7, 6, 1, 5]
Puntaje: 46 [10, 2, 7, 6, 1, 5]
Puntaje: 46 [10, 2, 7, 6, 1, 5]
Puntaje: 46 [10, 2, 7, 6, 1, 5]
Puntaje: 46 [10, 3, 7, 6, 1, 5]
Puntaje: 46 [13, 3, 7, 6, 1, 5]
Puntaje: 46 [10, 2, 7, 6, 1, 5]
Puntaje: 46 [10, 2, 7, 6, 1, 5]
Puntaje: 46 [10, 2, 7, 6, 1, 5]
Puntaje: 46 [10, 2, 7, 6, 1, 5]
Puntaje: 46 [1, 3, 7, 6, 1, 5]
Puntaje: 16 [10, 2, 7, 6, 1, 6]
Puntaje: 3 [1, 3, 20, 6, 1, 5]
Generation #10
Puntaje: 85 [10, 3, 7, 11, 1, 5]
Puntaje: 85 [1, 3, 7, 11, 1, 5]
Puntaje: 42 [10, 2, 7, 6, 1, 5]
Puntaje: 42 [1, 3, 7, 6, 1, 5]
Puntaje: 42 [10, 3, 7, 6, 1, 5]
Puntaje: 42 [10, 2, 7, 8, 1, 5]
Puntaje: 42 [1, 3, 7, 6, 1, 5]
Puntaje: 42 [10, 2, 7, 6, 1, 5]
Puntaje: 42 [10, 2, 7, 6, 1, 5]
Puntaje: 42 [1, 3, 7, 6, 1, 5]
Puntaje: 42 [10, 2, 7, 6, 1, 5]
Puntaje: 42 [10, 3, 7, 6, 1, 5]
Puntaje: 42 [1, 3, 7, 6, 1, 5]
Puntaje: 21 [10, 2, 7, 11, 2, 5]
Puntaje: 15 [10, 2, 7, 6, 1, 9]
Puntaje: 15 [10, 3, 7, 6, 5, 5]
Generation #11
Puntaje: 68 [10, 3, 7, 11, 1, 5]
Puntaje: 68 [1, 3, 7, 11, 1, 5]
Puntaje: 68 [10, 3, 7, 11, 1, 5]
Puntaje: 68 [10, 3, 7, 11, 1, 5]
Puntaje: 68 [10, 2, 7, 11, 1, 5]
Puntaje: 68 [10, 3, 7, 11, 1, 5]
Puntaje: 68 [1, 3, 7, 11, 1, 5]
Puntaje: 23 [1, 3, 7, 11, 7, 5]
Puntaje: 23 [9, 2, 2, 6, 1, 7]
Puntaje: 22 [25, 2, 7, 6, 1, 5]
Puntaje: 22 [10, 2, 7, 6, 1, 5]
Puntaje: 22 [10, 2, 7, 6, 1, 5]
Puntaje: 22 [1, 3, 7, 10, 1, 5]
Puntaje: 22 [1, 3, 7, 6, 1, 5]
Puntaje: 22 [1, 3, 7, 6, 1, 5]
Puntaje: 22 [1, 3, 7, 6, 1, 5]
Generation #12
Puntaje: 47 [10, 3, 7, 11, 1, 5]
Puntaje: 47 [1, 3, 7, 11, 1, 5]
Puntaje: 47 [10, 3, 7, 11, 1, 5]
Puntaje: 47 [10, 3, 7, 11, 1, 5]
Puntaje: 47 [1, 3, 7, 11, 1, 5]
Puntaje: 47 [10, 3, 7, 11, 1, 5]
Puntaje: 47 [10, 3, 7, 11, 1, 5]
Puntaje: 47 [10, 3, 7, 11, 1, 5]
Puntaje: 47 [10, 3, 7, 11, 1, 5]
Puntaje: 47 [1, 3, 7, 11, 1, 5]
Puntaje: 47 [1, 3, 7, 11, 1, 5]
Puntaje: 47 [10, 3, 7, 11, 1, 5]
Puntaje: 47 [10, 3, 7, 11, 1, 5]
Puntaje: 45 [10, 3, 13, 11, 1, 5]
Puntaje: 19 [10, 3, 7, 11, 6, 5]
Puntaje: 19 [10, 3, 14, 3, 1, 5]
Generation #13
Puntaje: 45 [10, 3, 7, 11, 1, 5]
Puntaje: 45 [1, 3, 7, 11, 1, 5]
Puntaje: 45 [10, 3, 7, 11, 1, 5]
Puntaje: 45 [10, 3, 7, 11, 1, 5]
Puntaje: 45 [69, 3, 7, 11, 1, 5]
Puntaje: 45 [10, 3, 7, 11, 1, 5]
Puntaje: 45 [10, 3, 7, 11, 1, 5]
Puntaje: 45 [10, 3, 7, 11, 1, 5]
Puntaje: 45 [10, 3, 11, 11, 1, 5]
Puntaje: 45 [10, 3, 7, 11, 1, 5]
Puntaje: 45 [31, 3, 7, 11, 1, 5]
Puntaje: 45 [10, 3, 7, 11, 1, 5]
Puntaje: 45 [10, 3, 7, 11, 1, 5]
Puntaje: 45 [10, 3, 11, 11, 1, 5]
Puntaje: 45 [10, 3, 7, 11, 1, 5]
Puntaje: 45 [10, 3, 7, 11, 1, 5]
Generation #14
Puntaje: 46 [10, 3, 7, 11, 1, 5]
Puntaje: 46 [1, 3, 7, 11, 1, 5]
Puntaje: 46 [10, 3, 7, 11, 1, 5]
Puntaje: 46 [10, 3, 7, 11, 1, 5]
Puntaje: 46 [33, 3, 7, 11, 1, 5]
Puntaje: 46 [10, 3, 7, 11, 1, 5]
Puntaje: 46 [10, 3, 7, 11, 1, 5]
Puntaje: 46 [10, 3, 7, 11, 1, 5]
Puntaje: 46 [10, 2, 7, 11, 1, 5]
Puntaje: 46 [10, 3, 7, 11, 1, 5]
Puntaje: 46 [99, 3, 7, 11, 1, 5]
Puntaje: 46 [10, 3, 7, 11, 1, 5]
Puntaje: 46 [10, 3, 7, 11, 1, 5]
Puntaje: 46 [10, 3, 7, 11, 1, 5]
Puntaje: 45 [1, 3, 13, 11, 1, 5]
Puntaje: 17 [1, 3, 7, 11, 7, 5]
Generation #15
Puntaje: 52 [10, 3, 7, 11, 1, 5]
Puntaje: 52 [1, 3, 7, 11, 1, 5]
Puntaje: 52 [10, 3, 7, 11, 1, 5]
Puntaje: 52 [10, 3, 7, 11, 1, 5]
Puntaje: 52 [1, 3, 7, 11, 1, 5]
Puntaje: 52 [10, 3, 7, 11, 1, 5]
Puntaje: 52 [10, 3, 7, 11, 1, 5]
Puntaje: 52 [10, 3, 7, 11, 1, 5]
Puntaje: 52 [10, 3, 7, 11, 1, 5]
Puntaje: 52 [10, 3, 7, 11, 1, 5]
Puntaje: 52 [96, 3, 7, 11, 1, 5]
Puntaje: 52 [1, 3, 7, 11, 1, 5]
Puntaje: 52 [10, 3, 7, 11, 1, 5]
Puntaje: 17 [10, 3, 7, 11, 8, 5]
Puntaje: 5 [10, 3, 7, 3, 1, 5]
Puntaje: 5 [10, 4, 7, 4, 1, 5]
Generation #16
Puntaje: 48 [10, 3, 7, 11, 1, 5]
Puntaje: 48 [1, 3, 7, 11, 1, 5]
Puntaje: 48 [10, 3, 7, 11, 1, 5]
Puntaje: 48 [10, 3, 7, 11, 1, 5]
Puntaje: 48 [10, 3, 7, 11, 1, 5]
Puntaje: 48 [10, 3, 7, 11, 1, 5]
Puntaje: 48 [10, 3, 7, 11, 1, 5]
Puntaje: 48 [10, 3, 7, 11, 1, 5]
Puntaje: 48 [10, 3, 7, 11, 1, 5]
Puntaje: 48 [10, 3, 7, 11, 1, 5]
Puntaje: 48 [1, 3, 7, 11, 1, 5]
Puntaje: 48 [10, 3, 7, 11, 1, 5]
Puntaje: 48 [1, 3, 7, 11, 1, 5]
Puntaje: 48 [1, 3, 7, 11, 1, 5]
Puntaje: 48 [10, 3, 7, 11, 1, 5]
Puntaje: 0 [10, 1, 7, 11, 1, 5]
Generation #17
Puntaje: 50 [10, 3, 7, 11, 1, 5]
Puntaje: 50 [1, 3, 7, 11, 1, 5]
Puntaje: 50 [10, 3, 7, 11, 1, 5]
Puntaje: 50 [10, 3, 7, 11, 1, 5]
Puntaje: 50 [1, 3, 7, 11, 1, 5]
Puntaje: 50 [10, 3, 7, 11, 1, 5]
Puntaje: 50 [10, 3, 7, 11, 1, 5]
Puntaje: 50 [10, 3, 7, 11, 1, 5]
Puntaje: 50 [10, 3, 7, 11, 1, 5]
Puntaje: 50 [1, 3, 7, 11, 1, 5]
Puntaje: 50 [10, 3, 7, 11, 1, 5]
Puntaje: 50 [10, 3, 7, 11, 1, 5]
Puntaje: 50 [10, 3, 7, 11, 1, 5]
Puntaje: 19 [1, 3, 7, 11, 5, 5]
Puntaje: 18 [1, 3, 7, 11, 9, 5]
Puntaje: 4 [1, 3, 17, 11, 1, 5]
Generation #18
Puntaje: 62 [10, 3, 7, 11, 1, 5]
Puntaje: 62 [1, 3, 7, 11, 1, 5]
Puntaje: 62 [10, 3, 7, 11, 1, 5]
Puntaje: 62 [10, 3, 7, 11, 1, 5]
Puntaje: 62 [10, 3, 7, 11, 1, 5]
Puntaje: 62 [10, 3, 7, 11, 1, 5]
Puntaje: 62 [10, 3, 7, 11, 1, 5]
Puntaje: 62 [1, 3, 7, 11, 1, 5]
Puntaje: 62 [10, 3, 7, 11, 1, 5]
Puntaje: 34 [10, 3, 7, 11, 1, 7]
Puntaje: 31 [1, 3, 3, 11, 1, 5]
Puntaje: 23 [1, 3, 18, 11, 1, 5]
Puntaje: 21 [10, 3, 7, 11, 1, 1]
Puntaje: 17 [10, 1, 7, 11, 1, 5]
Puntaje: 6 [10, 1, 7, 11, 1, 1]
Puntaje: 6 [10, 3, 7, 0, 1, 5]
Generation #19
Puntaje: 50 [10, 3, 7, 11, 1, 5]
Puntaje: 50 [1, 3, 7, 11, 1, 5]
Puntaje: 50 [10, 3, 7, 11, 1, 5]
Puntaje: 50 [10, 3, 7, 11, 1, 5]
Puntaje: 50 [1, 3, 7, 11, 1, 5]
Puntaje: 50 [1, 3, 7, 11, 1, 5]
Puntaje: 50 [10, 4, 7, 11, 1, 5]
Puntaje: 50 [10, 3, 7, 11, 1, 5]
Puntaje: 50 [1, 3, 7, 11, 1, 5]
Puntaje: 50 [1, 3, 7, 11, 1, 5]
Puntaje: 50 [10, 3, 7, 11, 1, 5]
Puntaje: 50 [10, 3, 7, 11, 1, 5]
Puntaje: 50 [10, 3, 7, 11, 1, 5]
Puntaje: 19 [1, 3, 7, 11, 2, 5]
Puntaje: 18 [10, 3, 7, 11, 9, 5]
Puntaje: 4 [10, 3, 17, 11, 1, 5]
Generation #20
Puntaje: 55 [10, 3, 7, 11, 1, 9]
Puntaje: 46 [10, 3, 15, 11, 1, 5]
Puntaje: 44 [10, 3, 7, 11, 1, 5]
Puntaje: 44 [10, 3, 7, 11, 1, 5]
Puntaje: 44 [10, 3, 7, 11, 1, 5]
Puntaje: 44 [10, 3, 7, 11, 1, 5]
Puntaje: 44 [10, 3, 7, 11, 1, 5]
Puntaje: 44 [1, 3, 7, 11, 1, 5]
Puntaje: 44 [10, 3, 7, 11, 1, 5]
Puntaje: 44 [10, 3, 7, 11, 1, 5]
Puntaje: 44 [1, 3, 7, 11, 1, 5]
Puntaje: 44 [10, 3, 7, 11, 1, 5]
Puntaje: 44 [10, 3, 7, 11, 1, 5]
Puntaje: 44 [10, 3, 7, 11, 1, 5]
Puntaje: 44 [10, 3, 7, 11, 1, 5]
Puntaje: 18 [10, 3, 7, 11, 6, 5]
Generation #21
Puntaje: 52 [10, 3, 15, 11, 1, 5]
Puntaje: 52 [10, 3, 15, 11, 1, 5]
Puntaje: 52 [10, 3, 15, 11, 1, 5]
Puntaje: 52 [10, 2, 15, 11, 1, 5]
Puntaje: 52 [10, 3, 15, 11, 1, 5]
Puntaje: 43 [10, 3, 7, 11, 1, 5]
Puntaje: 43 [10, 3, 7, 11, 1, 5]
Puntaje: 43 [10, 3, 7, 11, 1, 5]
Puntaje: 43 [10, 3, 7, 11, 1, 5]
Puntaje: 43 [10, 3, 7, 11, 1, 5]
Puntaje: 41 [10, 3, 7, 11, 1, 9]
Puntaje: 41 [10, 3, 7, 11, 1, 9]
Puntaje: 41 [10, 3, 7, 11, 1, 9]
Puntaje: 41 [10, 3, 7, 11, 1, 9]
Puntaje: 25 [10, 3, 17, 6, 1, 5]
Puntaje: 0 [10, 3, 7, 11, 1, 0]
Generation #22
Puntaje: 51 [10, 1, 15, 11, 1, 5]
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Puntaje: 45 [10, 2, 15, 11, 1, 5]
Puntaje: 45 [25, 3, 15, 11, 1, 5]
Puntaje: 45 [10, 3, 13, 11, 1, 5]
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Puntaje: 45 [10, 2, 15, 11, 1, 5]
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Puntaje: 45 [10, 2, 15, 11, 1, 5]
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Puntaje: 45 [10, 2, 15, 11, 1, 5]
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Puntaje: 45 [10, 2, 15, 11, 1, 5]
Puntaje: 42 [67, 3, 15, 11, 10, 5]
Puntaje: 42 [10, 3, 15, 11, 6, 5]
Generation #23
Puntaje: 45 [10, 1, 15, 11, 1, 5]
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Puntaje: 45 [10, 2, 15, 11, 1, 5]
Puntaje: 45 [10, 4, 15, 11, 1, 5]
Puntaje: 45 [10, 1, 15, 11, 1, 5]
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Puntaje: 45 [10, 1, 15, 11, 1, 5]
Puntaje: 45 [10, 1, 15, 11, 1, 5]
Puntaje: 45 [10, 1, 15, 11, 1, 5]
Puntaje: 45 [10, 3, 15, 11, 1, 9]
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Puntaje: 45 [10, 2, 15, 11, 1, 8]
Puntaje: 45 [10, 2, 15, 14, 1, 5]
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Generation #24
Puntaje: 51 [10, 3, 15, 11, 1, 5]
Puntaje: 51 [10, 3, 15, 11, 1, 5]
Puntaje: 51 [10, 2, 15, 11, 1, 5]
Puntaje: 51 [10, 3, 15, 11, 1, 5]
Puntaje: 51 [10, 3, 15, 11, 1, 5]
Puntaje: 51 [10, 3, 15, 11, 1, 5]
Puntaje: 51 [10, 2, 15, 11, 1, 5]
Puntaje: 51 [10, 3, 15, 11, 1, 5]
Puntaje: 51 [85, 4, 15, 11, 1, 5]
Puntaje: 51 [10, 2, 15, 11, 1, 5]
Puntaje: 45 [10, 1, 15, 11, 1, 5]
Puntaje: 45 [10, 1, 15, 11, 1, 5]
Puntaje: 45 [10, 1, 15, 11, 1, 5]
Puntaje: 45 [10, 1, 15, 11, 1, 5]
Puntaje: 27 [10, 3, 15, 19, 1, 5]
Puntaje: 3 [10, 1, 15, 4, 8, 5]
Generation #25
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Puntaje: 45 [10, 2, 15, 11, 1, 5]
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Puntaje: 45 [74, 3, 15, 11, 1, 5]
Puntaje: 45 [48, 3, 15, 11, 1, 5]
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Puntaje: 45 [10, 2, 15, 11, 1, 5]
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Puntaje: 45 [90, 3, 15, 11, 1, 5]
Generation #26
Puntaje: 48 [10, 1, 15, 11, 1, 5]
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Puntaje: 45 [10, 2, 15, 11, 1, 5]
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Puntaje: 45 [10, 3, 19, 11, 1, 5]
Puntaje: 45 [10, 3, 19, 6, 1, 5]
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Puntaje: 45 [10, 3, 15, 11, 9, 5]
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Puntaje: 45 [10, 3, 16, 11, 1, 5]
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Puntaje: 45 [19, 2, 15, 11, 1, 5]
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Puntaje: 42 [10, 3, 15, 11, 1, 4]
Generation #27
Puntaje: 45 [10, 1, 15, 11, 1, 5]
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Puntaje: 45 [10, 2, 15, 11, 1, 5]
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Puntaje: 45 [10, 1, 15, 11, 1, 5]
Puntaje: 45 [10, 2, 15, 11, 1, 5]
Puntaje: 45 [10, 1, 15, 11, 1, 5]
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Puntaje: 45 [10, 2, 15, 11, 1, 8]
Puntaje: 45 [10, 2, 15, 11, 1, 5]
Puntaje: 45 [10, 2, 15, 11, 1, 5]
Puntaje: 45 [10, 3, 20, 11, 1, 5]
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Puntaje: 45 [10, 3, 15, 11, 1, 5]
Generation #28
Puntaje: 76 [10, 3, 15, 11, 5, 5]
Puntaje: 43 [10, 3, 15, 11, 1, 5]
Puntaje: 43 [10, 2, 15, 11, 1, 5]
Puntaje: 43 [10, 3, 15, 11, 1, 5]
Puntaje: 43 [10, 1, 15, 11, 1, 5]
Puntaje: 43 [10, 3, 15, 11, 1, 5]
Puntaje: 43 [10, 2, 15, 11, 1, 5]
Puntaje: 43 [10, 1, 15, 11, 1, 5]
Puntaje: 43 [10, 1, 15, 11, 1, 5]
Puntaje: 43 [10, 3, 15, 11, 1, 5]
Puntaje: 43 [10, 3, 15, 11, 1, 5]
Puntaje: 43 [10, 3, 15, 11, 1, 5]
Puntaje: 43 [10, 3, 15, 11, 1, 5]
Puntaje: 43 [10, 3, 15, 11, 1, 9]
Puntaje: 43 [10, 3, 15, 11, 1, 5]
Puntaje: 27 [10, 2, 6, 11, 1, 5]
Generation #29
Puntaje: 79 [10, 3, 15, 11, 5, 5]
Puntaje: 79 [10, 3, 15, 11, 5, 5]
Puntaje: 79 [10, 3, 15, 11, 5, 5]
Puntaje: 37 [10, 3, 15, 11, 1, 5]
Puntaje: 37 [10, 3, 15, 11, 1, 5]
Puntaje: 37 [10, 3, 15, 11, 1, 5]
Puntaje: 37 [10, 2, 15, 11, 1, 5]
Puntaje: 37 [10, 3, 15, 11, 1, 5]
Puntaje: 37 [10, 3, 15, 11, 1, 5]
Puntaje: 37 [10, 2, 15, 11, 1, 5]
Puntaje: 37 [10, 2, 15, 11, 1, 5]
Puntaje: 37 [10, 3, 15, 11, 1, 5]
Puntaje: 37 [10, 2, 15, 11, 1, 5]
Puntaje: 37 [10, 3, 15, 11, 1, 5]
Puntaje: 34 [10, 3, 15, 9, 1, 5]
Puntaje: 27 [10, 3, 4, 11, 5, 5]
Generation #30
Puntaje: 66 [10, 3, 15, 11, 5, 5]
Puntaje: 66 [10, 3, 15, 11, 5, 5]
Puntaje: 66 [10, 3, 15, 11, 5, 5]
Puntaje: 66 [10, 3, 15, 11, 5, 5]
Puntaje: 66 [10, 3, 15, 11, 5, 5]
Puntaje: 66 [10, 3, 15, 11, 5, 5]
Puntaje: 66 [10, 3, 15, 11, 5, 5]
Puntaje: 66 [10, 3, 15, 11, 5, 5]
Puntaje: 66 [10, 3, 15, 11, 5, 5]
Puntaje: 18 [10, 3, 15, 11, 1, 5]
Puntaje: 18 [10, 2, 15, 11, 5, 5]
Puntaje: 18 [10, 3, 15, 11, 1, 5]
